"fixed.acidity";"volatile.acidity";"citric.acid";"residual.sugar";"chlorides";"free.sulfur.dioxide";"total.sulfur.dioxide";"density";"pH";"sulphates";"alcohol";"quality"
2.00148000021012;-0.356674943938732;0;0.641853886172395;-2.57702193869581;2.39789527279837;3.52636052461616;0.9978;3.51;-0.579818495252942;9.4;"5"
2.05412373369555;-0.27443684570176;0.04;0.832909122935104;-2.3859667019331;2.70805020110221;3.98898404656427;0.997;3.26;-0.430782916092454;9.8;"5"
2.00148000021012;-0.356674943938732;0;0.641853886172395;-2.57702193869581;2.39789527279837;3.52636052461616;0.9978;3.51;-0.579818495252942;9.4;"5"
2.00148000021012;-0.415515443961666;0;0.587786664902119;-2.59026716544583;2.56494935746154;3.68887945411394;0.9978;3.51;-0.579818495252942;9.4;"5"
2.06686275947298;-0.510825623765991;0.06;0.470003629245736;-2.67364877438488;2.70805020110221;4.07753744390572;0.9964;3.3;-0.776528789498996;9.4;"5"
1.98787434815435;-0.430782916092454;0;0.182321556793955;-2.7333680090865;2.70805020110221;3.04452243772342;0.9946;3.39;-0.755022584278033;10;"7"
2.05412373369555;-0.544727175441672;0.02;0.693147180559945;-2.61729583783375;2.19722457733622;2.89037175789616;0.9968;3.36;-0.562118918153541;9.5;"7"
2.01490302054226;-0.693147180559945;0.36;1.80828877117927;-2.64507540194082;2.83321334405622;4.62497281328427;0.9978;3.35;-0.22314355131421;10.5;"5"
1.90210752639692;-0.544727175441672;0.08;0.587786664902119;-2.33304430047875;2.70805020110221;4.17438726989564;0.9959;3.28;-0.616186139423817;9.2;"5"
2.01490302054226;-0.693147180559945;0.36;1.80828877117927;-2.64507540194082;2.83321334405622;4.62497281328427;0.9978;3.35;-0.22314355131421;10.5;"5"
1.7227665977411;-0.486133011175619;0;0.470003629245736;-2.41911890925;2.77258872223978;4.07753744390572;0.9943;3.58;-0.653926467406664;9.9;"5"
2.05412373369555;-0.49429632181478;0.29;0.470003629245736;-2.17155683058764;2.19722457733622;3.36729582998647;0.9974;3.26;0.444685821261446;9.1;"5"
2.18605127673809;-0.478035800943;0.18;1.33500106673234;-1.73727128394399;3.95124371858143;4.97673374242057;0.9986;3.16;-0.127833371509885;9.2;"5"
2.18605127673809;-0.478035800943;0.19;1.3609765531356;-1.77195684193188;3.93182563272433;4.99721227376411;0.9986;3.17;-0.0725706928348354;9.2;"5"
2.14006616349627;-1.27296567581289;0.56;0.587786664902119;-2.3859667019331;3.55534806148941;4.63472898822964;0.9969;3.3;-0.287682072451781;10.5;"7"
2.09186406167839;-0.579818495252942;0.28;0.53062825106217;-0.999672340813206;2.77258872223978;4.02535169073515;0.9968;3.11;0.246860077931526;9.3;"5"
2.00148000021012;-0.527632742082372;0.08;1.48160454092422;-2.45340798272863;1.79175946922805;3.36729582998647;0.9974;3.38;-0.693147180559945;9;"4"
2.06686275947298;-1.13943428318836;0.51;0.587786664902119;-1.07587280169862;2.83321334405622;4.02535169073515;0.9969;3.04;0.0769610411361284;9.2;"6"
2.18605127673809;-1.51412773262978;0.48;0.587786664902119;-2.56394985712845;3.36729582998647;4.0943445622221;0.9968;3.39;-0.63487827243597;9.4;"6"
2.02814824729229;-0.941608539858445;0.31;0.832909122935104;-2.50103603171788;3.13549421592915;4.26267987704132;0.9982;3.52;-0.430782916092454;9.7;"5"
2.06686275947298;-0.843970070294529;0.21;0.470003629245736;-2.24431618487007;2.30258509299405;3.61091791264422;0.9966;3.17;-0.0943106794712413;9.5;"5"
2.14006616349627;-0.713349887877465;0.11;0.832909122935104;-2.47693848013882;2.19722457733622;4.20469261939097;0.9968;3.17;-0.63487827243597;9.4;"5"
1.93152141160321;-0.916290731874155;0.14;0.8754687373539;-2.46510402249182;3.04452243772342;3.68887945411394;0.9968;3.43;-0.462035459596559;9.7;"6"
1.84054963339749;-0.941608539858445;0.16;0.336472236621213;-2.52572864430826;2.39789527279837;3.13549421592915;0.9955;3.34;-0.579818495252942;9.3;"5"
2.02814824729229;-0.891598119283784;0.24;0.587786664902119;-2.52572864430826;1.38629436111989;2.39789527279837;0.9962;3.28;-0.527632742082372;9.5;"5"
2.06686275947298;-0.843970070294529;0.21;0.470003629245736;-2.24431618487007;2.30258509299405;3.61091791264422;0.9966;3.17;-0.0943106794712413;9.5;"5"
1.96009478404727;-0.342490308946776;0;0.641853886172395;-2.52572864430826;2.63905732961526;3.55534806148941;0.9972;3.47;-0.59783700075562;9.4;"5"
2.05412373369555;-0.438504962186365;0;0.693147180559945;-2.50103603171788;2.07944154167984;2.77258872223978;0.9964;3.38;-0.527632742082372;9.8;"6"
1.90210752639692;-0.393042588109607;0.07;0.8754687373539;-2.41911890925;2.83321334405622;4.40671924726425;0.9958;3.35;-0.616186139423817;10.1;"5"
1.93152141160321;-0.378336440719912;0;0.916290731874155;-2.25379492882461;3.09104245335832;3.61091791264422;0.9966;3.46;-0.562118918153541;10.6;"6"
2.11625551480255;-0.423120043346885;0.12;0.832909122935104;-2.48891467118554;2.70805020110221;4.72738781871234;0.9966;3.17;-0.415515443961666;9.8;"5"
1.93152141160321;-0.502526820951296;0.12;2.37024374146786;-2.61729583783375;3.68887945411394;4.4188406077966;0.9993;3.45;-0.653926467406664;9.4;"6"
1.64865862558738;-1.13943428318836;0.25;0.587786664902119;-2.2730262907525;2.56494935746154;3.91202300542815;0.9957;3.38;-0.59783700075562;9.2;"5"
2.05412373369555;-0.438504962186365;0;1.70474809223843;-2.45340798272863;1.6094379124341;2.89037175789616;0.9986;3.4;-0.59783700075562;9.6;"6"
2.05412373369555;-0.510825623765991;0.14;0.8754687373539;-2.45340798272863;1.09861228866811;2.70805020110221;0.9975;3.42;-0.510825623765991;10.8;"6"
2.09186406167839;-0.967584026261706;0.28;0.741937344729377;-2.71810053695571;2.56494935746154;3.40119738166216;0.9968;3.23;-0.3147107448397;9.7;"7"
1.7404661748405;0.122217632724249;0.09;0.405465108108164;-1.76026080216868;1.94591014905531;2.94443897916644;0.994;3.5;-0.7339691750802;9.8;"4"
1.98787434815435;-0.798507696217772;0.36;1.77495235091167;-2.60369018577797;2.484906649788;4.46590811865458;0.9978;3.33;-0.186329578191493;10.5;"5"
1.98787434815435;-0.798507696217772;0.36;1.77495235091167;-2.60369018577797;2.484906649788;4.46590811865458;0.9978;3.33;-0.186329578191493;10.5;"5"
2.17475172148416;-0.49429632181478;0.3;1.02961941718116;-2.43041846450393;2.83321334405622;3.8286413964891;0.9976;3.26;-0.673344553263766;9.3;"4"
2.01490302054226;-0.713349887877465;0.2;0.955511445027436;-1.10262031006565;2.07944154167984;2.63905732961526;0.9968;3.21;-0.105360515657826;10.5;"6"
2.09186406167839;-0.415515443961666;0.22;0.78845736036427;-2.67364877438488;2.19722457733622;3.13549421592915;0.9968;3.3;0.182321556793955;10.3;"5"
1.91692261218206;-0.400477566597125;0.02;0.587786664902119;-2.99573227355399;1.6094379124341;2.39789527279837;0.9962;3.48;-0.653926467406664;9.5;"5"
1.52605630349505;-0.653926467406664;0.15;0.741937344729377;-2.91877123241786;2.07944154167984;4.17438726989564;0.9934;3.9;-0.579818495252942;13.1;"4"
2.04122032885964;-0.06720874969345;0.43;0.78845736036427;-2.17155683058764;3.09104245335832;4.7361984483945;0.997;3.25;-0.3147107448397;9.2;"5"
2.16332302566054;-1.23787435600162;0.52;0.470003629245736;-2.1803674602698;2.484906649788;3.61091791264422;0.9969;3.25;-0.544727175441672;9.5;"5"
1.85629799036563;-0.916290731874155;0.23;0.470003629245736;-2.71810053695571;1.6094379124341;2.484906649788;0.9958;3.34;-0.579818495252942;9.2;"5"
1.7227665977411;-1.17118298150295;0.37;0.336472236621213;-2.60369018577797;2.484906649788;4.56434819146784;0.9954;3.32;-0.544727175441672;9.2;"5"
